Price,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division
2300000000.0,Sunter,4,2,182,SHM - Sertifikat Hak Milik,NORTH
1900000000.0,Kelapa Gading,3,2,72,SHM - Sertifikat Hak Milik,NORTH
2850000000.0,Penjaringan,2,2,200,SHM - Sertifikat Hak Milik,NORTH
4000000000.0,Sunter,4,3,198,SHM - Sertifikat Hak Milik,NORTH
1300000000.0,Pantai Indah Kapuk,2,2,61,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
2950000000.0,Pantai Indah Kapuk,3,3,136,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
5000000000.0,Pantai Indah Kapuk,3,2,200,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
4750000000.0,Sunter,3,2,263,SHM - Sertifikat Hak Milik,NORTH
3200000000.0,Pantai Indah Kapuk,3,3,120,AJB - Akta Jual Beli,NORTH
3200000000.0,Muara Karang,3,2,150,SHM - Sertifikat Hak Milik,NORTH
4000000000.0,Pantai Indah Kapuk,3,3,170,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
5200000000.0,Pantai Indah Kapuk,4,4,209,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
2300000000.0,Kelapa Gading,4,3,150,SHM - Sertifikat Hak Milik,NORTH
2750000000.0,Kelapa Gading,5,3,195,SHM - Sertifikat Hak Milik,NORTH
3250000000.0,Kelapa Gading,3,3,169,SHM - Sertifikat Hak Milik,NORTH
4000000000.0,Pluit,4,3,200,SHM - Sertifikat Hak Milik,NORTH
1900000000.0,Kelapa Gading,3,2,110,SHM - Sertifikat Hak Milik,NORTH
5700000000.0,Muara Karang,4,3,250,SHM - Sertifikat Hak Milik,NORTH
1900000000.0,Pantai Indah Kapuk,2,2,79,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
3500000000.0,Sunter,4,3,180,Strata,NORTH
3400000000.0,Kapuk Muara,3,3,180,SHM - Sertifikat Hak Milik,NORTH
3000000000.0,Kelapa Gading,3,2,149,SHM - Sertifikat Hak Milik,NORTH
2100000000.0,Koja,4,3,100,SHM - Sertifikat Hak Milik,NORTH
2800000000.0,Kelapa Gading,2,3,165,SHM - Sertifikat Hak Milik,NORTH
3100000000.0,Pantai Indah Kapuk,3,3,107,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
2200000000.0,Pantai Indah Kapuk,2,2,88,SHGB - Hak Guna Bangunan,NORTH
3000000000.0,Pantai Indah Kapuk,3,3,136,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
3500000000.0,Kelapa Gading,5,4,176,SHM - Sertifikat Hak Milik,NORTH
3100000000.0,Pantai Indah Kapuk,3,3,107,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
1450000000.0,Kelapa Gading,2,2,90,SHM - Sertifikat Hak Milik,NORTH
5700000000.0,Kelapa Gading,4,3,216,SHM - Sertifikat Hak Milik,NORTH
7000000000.0,Kelapa Gading,4,3,264,SHM - Sertifikat Hak Milik,NORTH
3100000000.0,Pantai Indah Kapuk,3,3,107,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
3100000000.0,Pantai Indah Kapuk,3,3,107,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
3300000000.0,Kelapa Gading,4,3,168,SHM - Sertifikat Hak Milik,NORTH
3000000000.0,Kelapa Gading,4,3,200,SHM - Sertifikat Hak Milik,NORTH
6300000000.0,Kelapa Gading,4,2,230,SHM - Sertifikat Hak Milik,NORTH
5000000000.0,Kelapa Gading,4,2,264,SHM - Sertifikat Hak Milik,NORTH
6000000000.0,Kelapa Gading,5,4,264,SHM - Sertifikat Hak Milik,NORTH
3100000000.0,Pantai Indah Kapuk,3,3,107,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
4200000000.0,Kelapa Gading,4,3,170,SHM - Sertifikat Hak Milik,NORTH
4100000000.0,Kelapa Gading,3,3,192,SHM - Sertifikat Hak Milik,NORTH
6300000000.0,Kelapa Gading,4,3,320,SHM - Sertifikat Hak Milik,NORTH
5000000000.0,Pluit,5,4,300,SHM - Sertifikat Hak Milik,NORTH
3000000000.0,Sunter,4,3,120,SHM - Sertifikat Hak Milik,NORTH
4400000000.0,Pantai Indah Kapuk,3,3,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
5200000000.0,Pantai Indah Kapuk,4,3,184,SHM - Sertifikat Hak Milik,NORTH
3750000000.0,Kapuk Muara,4,3,140,SHM - Sertifikat Hak Milik,NORTH
1775000000.0,Pantai Indah Kapuk,2,2,48,SHM - Sertifikat Hak Milik,NORTH
3500000000.0,Pantai Indah Kapuk,4,3,150,SHM - Sertifikat Hak Milik,NORTH
4500000000.0,Muara Karang,4,4,225,SHM - Sertifikat Hak Milik,NORTH
1800000000.0,Cilincing,3,2,150,SHM - Sertifikat Hak Milik,NORTH
1300000000.0,Pantai Indah Kapuk,2,2,45,Strata,NORTH
2350000000.0,Kelapa Gading,4,2,165,SHM - Sertifikat Hak Milik,NORTH
3500000000.0,Muara Karang,4,2,160,SHM - Sertifikat Hak Milik,NORTH
3300000000.0,Pantai Indah Kapuk,3,2,127,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
1600000000.0,Pademangan,3,2,84,SHM - Sertifikat Hak Milik,NORTH
2700000000.0,Kelapa Gading,3,3,150,SHM - Sertifikat Hak Milik,NORTH
3500000000.0,Pantai Indah Kapuk,4,4,200,SHM - Sertifikat Hak Milik,NORTH
3800000000.0,Sunter,5,3,216,SHM - Sertifikat Hak Milik,NORTH
1900000000.0,Pantai Indah Kapuk,3,3,110,SHM - Sertifikat Hak Milik,NORTH
5900000000.0,Kelapa Gading,4,3,310,SHM - Sertifikat Hak Milik,NORTH
4200000000.0,Muara Karang,4,3,200,SHM - Sertifikat Hak Milik,NORTH
4650000000.0,Muara Karang,4,4,300,SHM - Sertifikat Hak Milik,NORTH
3500000000.0,Pantai Indah Kapuk,3,3,125,SHM - Sertifikat Hak Milik,NORTH
3100000000.0,Muara Karang,3,3,180,SHM - Sertifikat Hak Milik,NORTH
3200000000.0,Muara Karang,3,3,200,SHM - Sertifikat Hak Milik,NORTH
5200000000.0,Muara Karang,4,4,250,SHM - Sertifikat Hak Milik,NORTH
3650000000.0,Muara Karang,4,3,200,SHM - Sertifikat Hak Milik,NORTH
2900000000.0,Koja,5,3,190,SHM - Sertifikat Hak Milik,NORTH
5250000000.0,Pantai Indah Kapuk,3,2,250,SHM - Sertifikat Hak Milik,NORTH
150000000.0,Kelapa Gading,4,4,145,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
2250000000.0,Kelapa Gading,3,2,72,SHM - Sertifikat Hak Milik,NORTH
2750000000.0,Kelapa Gading,4,3,150,SHM - Sertifikat Hak Milik,NORTH
2500000000.0,Sunter,3,2,120,SHM - Sertifikat Hak Milik,NORTH
5350000000.0,Pantai Indah Kapuk,3,3,200,SHM - Sertifikat Hak Milik,NORTH
3600000000.0,Pantai Indah Kapuk,3,2,200,SHM - Sertifikat Hak Milik,NORTH
5350000000.0,Kelapa Gading,4,3,216,SHM - Sertifikat Hak Milik,NORTH
2500000000.0,Kelapa Gading,4,3,90,SHGB - Hak Guna Bangunan,NORTH
5500000000.0,Pantai Indah Kapuk,4,4,260,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
3700000000.0,Kelapa Gading,5,3,254,SHM - Sertifikat Hak Milik,NORTH
5000000000.0,Kelapa Gading,4,3,250,SHM - Sertifikat Hak Milik,NORTH
4600000000.0,Pantai Indah Kapuk,3,4,240,SHM - Sertifikat Hak Milik,NORTH
4350000000.0,Pantai Indah Kapuk,3,3,144,SHM - Sertifikat Hak Milik,NORTH
2950000000.0,Pantai Indah Kapuk,3,3,134,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
430000000.0,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL
1350000000.0,Cempaka Putih,3,3,90,SHM - Sertifikat Hak Milik,CENTRAL
890000000.0,Senen,3,3,72,SHM - Sertifikat Hak Milik,CENTRAL
5250000000.0,Kemayoran,4,3,250,SHM - Sertifikat Hak Milik,CENTRAL
5357000000.0,Kemayoran,3,2,247,SHM - Sertifikat Hak Milik,CENTRAL
3850000000.0,Petojo Utara,4,4,250,SHM - Sertifikat Hak Milik,CENTRAL
2700000000.0,Kemayoran,4,3,130,SHM - Sertifikat Hak Milik,CENTRAL
4500000000.0,Kemayoran,3,2,250,SHM - Sertifikat Hak Milik,CENTRAL
5000000000.0,Sawah Besar,3,2,257,SHM - Sertifikat Hak Milik,CENTRAL
2912389999.0,Sawah Besar,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
1650000000.0,Gunung Sahari,4,3,96,SHM - Sertifikat Hak Milik,CENTRAL
3500000000.0,Salemba,4,4,164,SHM - Sertifikat Hak Milik,CENTRAL
4000000000.0,Cideng,3,2,169,SHGB - Hak Guna Bangunan,CENTRAL
4900000000.0,Senen,4,2,250,SHM - Sertifikat Hak Milik,CENTRAL
4500000000.0,Johar Baru,4,2,250,SHM - Sertifikat Hak Milik,CENTRAL
2850000000.0,Senen,4,2,192,SHM - Sertifikat Hak Milik,CENTRAL
1800000000.0,Cempaka Putih,4,2,150,SHM - Sertifikat Hak Milik,CENTRAL
4200000000.0,Kemayoran,5,4,164,SHM - Sertifikat Hak Milik,CENTRAL
1600000000.0,Menteng,5,2,120,SHM - Sertifikat Hak Milik,CENTRAL
1250000000.0,Cempaka Putih,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
3300000000.0,Cempaka Putih,3,2,200,SHM - Sertifikat Hak Milik,CENTRAL
3850000000.0,Cempaka Putih,3,3,146,SHM - Sertifikat Hak Milik,CENTRAL
2800000000.0,Senen,3,2,150,SHM - Sertifikat Hak Milik,CENTRAL
1875000000.0,Kemayoran,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
1690000000.0,Cempaka Putih,2,2,78,SHM - Sertifikat Hak Milik,CENTRAL
600000000.0,Cempaka Putih,2,2,75,SHM - Sertifikat Hak Milik,CENTRAL
3000000000.0,Senen,3,2,150,SHM - Sertifikat Hak Milik,CENTRAL
1900000000.0,Johar Baru,3,1,116,SHM - Sertifikat Hak Milik,CENTRAL
2912311111.0,Sawah Besar,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
1400000000.0,Sawah Besar,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
476000000.0,Kemayoran,2,2,44,SHM - Sertifikat Hak Milik,CENTRAL
430000000.0,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL
4500000000.0,Cempaka Putih,3,2,180,SHGB - Hak Guna Bangunan,CENTRAL
400000000.0,Kemayoran,2,2,50,SHM - Sertifikat Hak Milik,CENTRAL
1400000000.0,Kemayoran,5,2,120,SHM - Sertifikat Hak Milik,CENTRAL
1800000000.0,Sawah Besar,3,3,112,SHM - Sertifikat Hak Milik,CENTRAL
2550000000.0,Kemayoran,4,4,130,SHGB - Hak Guna Bangunan,CENTRAL
2400000000.0,Cempaka Putih,3,3,124,SHM - Sertifikat Hak Milik,CENTRAL
1200000000.0,Cempaka Putih,2,3,63,SHM - Sertifikat Hak Milik,CENTRAL
3550000000.0,Gambir,3,3,200,SHM - Sertifikat Hak Milik,CENTRAL
3500000000.0,Cempaka Putih,4,4,164,SHM - Sertifikat Hak Milik,CENTRAL
4000000000.0,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL
4000000000.0,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL
3300000000.0,Roxy,2,2,225,SHM - Sertifikat Hak Milik,CENTRAL
4000000000.0,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL
476000000.0,Kemayoran,2,2,44,SHM - Sertifikat Hak Milik,CENTRAL
480000000.0,Kemayoran,2,2,46,SHM - Sertifikat Hak Milik,CENTRAL
2750000000.0,Kemayoran,4,4,220,SHM - Sertifikat Hak Milik,CENTRAL
1800000000.0,Petojo Utara,2,2,100,SHM - Sertifikat Hak Milik,CENTRAL
4000000000.0,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL
4000000000.0,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL
2000000000.0,Kemayoran,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
4000000000.0,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL
900000000.0,Kemayoran,3,2,86,SHM - Sertifikat Hak Milik,CENTRAL
2750000000.0,Kemayoran,5,2,121,SHM - Sertifikat Hak Milik,CENTRAL
2500000000.0,Johar Baru,3,4,200,SHM - Sertifikat Hak Milik,CENTRAL
4200000000.0,Johar Baru,3,2,197,SHM - Sertifikat Hak Milik,CENTRAL
2900000000.0,Cempaka Putih,3,2,140,SHM - Sertifikat Hak Milik,CENTRAL
430000000.0,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL
4000000000.0,Cideng,3,2,169,SHGB - Hak Guna Bangunan,CENTRAL
690000000.0,Cempaka Putih,2,2,70,SHM - Sertifikat Hak Milik,CENTRAL
3000000000.0,Sawah Besar,3,2,190,SHM - Sertifikat Hak Milik,CENTRAL
4500000000.0,Menteng,5,3,170,SHM - Sertifikat Hak Milik,CENTRAL
400000000.0,Kemayoran,2,1,46,SHM - Sertifikat Hak Milik,CENTRAL
3500000000.0,Gambir,3,3,150,SHGB - Hak Guna Bangunan,CENTRAL
430000000.0,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL
430000000.0,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL
430000000.0,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL
3300000000.0,Cideng,5,3,210,SHM - Sertifikat Hak Milik,CENTRAL
3700000000.0,Gambir,3,4,220,SHM - Sertifikat Hak Milik,CENTRAL
2850000000.0,Senen,5,2,192,SHM - Sertifikat Hak Milik,CENTRAL
3300000000.0,Sawah Besar,4,4,225,SHM - Sertifikat Hak Milik,CENTRAL
2350000000.0,Glodok,3,3,150,SHM - Sertifikat Hak Milik,CENTRAL
2000000000.0,Kemayoran,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
2000000000.0,Kemayoran,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL
2550000000.0,Kemayoran,4,4,130,SHGB - Hak Guna Bangunan,CENTRAL
2100000000.0,Johar Baru,4,2,130,SHM - Sertifikat Hak Milik,CENTRAL
1500000000.0,Senen,4,3,112,SHM - Sertifikat Hak Milik,CENTRAL
3300000000.0,Sawah Besar,4,4,225,SHM - Sertifikat Hak Milik,CENTRAL
2600000000.0,Sawah Besar,3,3,185,SHM - Sertifikat Hak Milik,CENTRAL
4200000000.0,Kemayoran,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
2912300111.0,Johar Baru,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
2750000000.0,Cempaka Putih,3,2,160,SHM - Sertifikat Hak Milik,CENTRAL
2000000000.0,Kemayoran,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL
1400000000.0,Kemayoran,2,2,85,SHM - Sertifikat Hak Milik,CENTRAL
3850000000.0,Gambir,4,4,285,SHM - Sertifikat Hak Milik,CENTRAL
1300000000.0,Kemayoran,3,1,75,SHM - Sertifikat Hak Milik,CENTRAL
850000000.0,Kemayoran,2,1,74,SHM - Sertifikat Hak Milik,CENTRAL
3500000000.0,Cempaka Putih,5,3,210,SHM - Sertifikat Hak Milik,CENTRAL
1500000000.0,Kemayoran,3,1,120,SHM - Sertifikat Hak Milik,CENTRAL
495000000.0,Senen,2,2,38,SHM - Sertifikat Hak Milik,CENTRAL
2000000000.0,Senen,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
2000000000.0,Senen,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
2000000000.0,Senen,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
2400000000.0,Meruya,3,3,125,SHM - Sertifikat Hak Milik,WEST
1950000000.0,Citra Garden,2,2,86,Sertifikat Belum Pecah,WEST
2400000000.0,Meruya,3,3,125,SHM - Sertifikat Hak Milik,WEST
2800000000.0,Joglo,5,3,230,SHM - Sertifikat Hak Milik,WEST
5950000000.0,Puri Mansion,4,3,250,SHM - Sertifikat Hak Milik,WEST
2600000000.0,Jl. Taman Palem Lestari,4,2,225,SHM - Sertifikat Hak Milik,WEST
5950000000.0,Puri Mansion,4,3,250,SHM - Sertifikat Hak Milik,WEST
1500000000.0,Meruya,2,2,90,SHM - Sertifikat Hak Milik,WEST
3400000000.0,Jelambar,4,4,186,SHM - Sertifikat Hak Milik,WEST
1370000000.0,Jelambar,3,3,118,SHM - Sertifikat Hak Milik,WEST
2100000000.0,Jelambar,3,3,178,SHM - Sertifikat Hak Milik,WEST
2550000000.0,Jelambar,4,4,157,SHM - Sertifikat Hak Milik,WEST
3400000000.0,Jelambar,4,2,204,SHM - Sertifikat Hak Milik,WEST
1375000000.0,Jelambar,3,3,112,SHM - Sertifikat Hak Milik,WEST
2100000000.0,Jelambar,3,3,141,SHM - Sertifikat Hak Milik,WEST
2250000000.0,Jelambar,3,3,189,SHM - Sertifikat Hak Milik,WEST
1670000000.0,Kebon Jeruk,4,3,108,SHM - Sertifikat Hak Milik,WEST
4800000000.0,Permata Buana,4,3,260,SHM - Sertifikat Hak Milik,WEST
5950000000.0,Puri Mansion,4,3,250,SHM - Sertifikat Hak Milik,WEST
3100000000.0,Duri Kosambi,4,3,136,SHM - Sertifikat Hak Milik,WEST
3000000000.0,Cengkareng,4,4,150,SHM - Sertifikat Hak Milik,WEST
5950000000.0,Puri Mansion,4,3,250,SHM - Sertifikat Hak Milik,WEST
5000000000.0,Cengkareng,4,3,274,SHM - Sertifikat Hak Milik,WEST
7000000000.0,Joglo,3,3,245,SHM - Sertifikat Hak Milik,WEST
1600000000.0,Taman Surya,5,3,135,SHM - Sertifikat Hak Milik,WEST
3600000000.0,Permata Puri Media,4,3,200,SHM - Sertifikat Hak Milik,WEST
1750000000.0,Green Ville,3,2,80,SHM - Sertifikat Hak Milik,WEST
5950000000.0,Puri Mansion,4,3,250,SHM - Sertifikat Hak Milik,WEST
2950000000.0,Cengkareng,3,3,162,SHM - Sertifikat Hak Milik,WEST
2200000000.0,Cengkareng,4,3,128,SHM - Sertifikat Hak Milik,WEST
2600000000.0,Cengkareng,3,3,145,SHGB - Hak Guna Bangunan,WEST
2700000000.0,Cengkareng,3,3,130,SHM - Sertifikat Hak Milik,WEST
6160000000.0,Palmerah,4,3,150,SHM - Sertifikat Hak Milik,WEST
4900000000.0,Kali Deres,4,4,250,SHM - Sertifikat Hak Milik,WEST
4900000000.0,Permata Buana,4,3,220,SHM - Sertifikat Hak Milik,WEST
5950000000.0,Puri Mansion,3,3,250,SHM - Sertifikat Hak Milik,WEST
1750000000.0,Citra Garden,3,3,125,SHM - Sertifikat Hak Milik,WEST
4800000000.0,Permata Buana,4,4,208,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Jelambar,4,4,180,SHM - Sertifikat Hak Milik,WEST
4500000000.0,Kedoya,4,2,250,SHM - Sertifikat Hak Milik,WEST
2950000000.0,Cengkareng,3,3,126,Sertifikat Belum Pecah,WEST
4800000000.0,Permata Buana,4,3,260,SHM - Sertifikat Hak Milik,WEST
3600000000.0,Jelambar,4,4,288,SHM - Sertifikat Hak Milik,WEST
1300000000.0,Cengkareng,4,2,132,SHM - Sertifikat Hak Milik,WEST
1400000000.0,Cengkareng,2,1,76,SHM - Sertifikat Hak Milik,WEST
475000000.0,Mangga Besar,2,3,65,SHM - Sertifikat Hak Milik,WEST
2200000000.0,Cengkareng,4,3,127,SHM - Sertifikat Hak Milik,WEST
2500000000.0,Cengkareng,4,3,130,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Jelambar,3,2,240,SHM - Sertifikat Hak Milik,WEST
1950000000.0,Tanjung Duren,4,3,80,SHM - Sertifikat Hak Milik,WEST
4800000000.0,Kebon Jeruk,4,3,200,SHM - Sertifikat Hak Milik,WEST
4800000000.0,Permata Buana,4,3,260,SHM - Sertifikat Hak Milik,WEST
3600000000.0,Cengkareng,4,2,250,SHM - Sertifikat Hak Milik,WEST
1850000000.0,Cengkareng,3,2,100,SHM - Sertifikat Hak Milik,WEST
1250000000.0,Kali Deres,3,2,100,SHM - Sertifikat Hak Milik,WEST
1450000000.0,Cengkareng,3,2,120,SHM - Sertifikat Hak Milik,WEST
4500000000.0,Duri Kepa,3,3,200,SHM - Sertifikat Hak Milik,WEST
3150000000.0,Daan Mogot,3,3,110,SHM - Sertifikat Hak Milik,WEST
1600000000.0,Jelambar,3,2,78,SHM - Sertifikat Hak Milik,WEST
3450000000.0,Jelambar,2,2,224,SHM - Sertifikat Hak Milik,WEST
2900000000.0,Jelambar,4,4,212,SHM - Sertifikat Hak Milik,WEST
2950000000.0,Angke,3,2,137,SHM - Sertifikat Hak Milik,WEST
2850000000.0,Kedoya,4,4,126,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Jelambar,3,3,200,SHGB - Hak Guna Bangunan,WEST
4500000000.0,Kembangan,4,3,225,SHM - Sertifikat Hak Milik,WEST
2000000000.0,Cengkareng,3,3,110,SHM - Sertifikat Hak Milik,WEST
2900000000.0,Kali Deres,4,3,156,SHM - Sertifikat Hak Milik,WEST
6750000000.0,Cengkareng,4,3,300,SHM - Sertifikat Hak Milik,WEST
2700000000.0,Meruya,3,3,180,SHM - Sertifikat Hak Milik,WEST
2700000000.0,Meruya,3,3,180,SHM - Sertifikat Hak Milik,WEST
4200000000.0,Kebon Jeruk,5,3,200,SHM - Sertifikat Hak Milik,WEST
5750000000.0,Permata Buana,4,3,190,SHM - Sertifikat Hak Milik,WEST
3200000000.0,Citra Garden,4,2,200,SHM - Sertifikat Hak Milik,WEST
2200000000.0,Cengkareng,2,2,120,SHM - Sertifikat Hak Milik,WEST
5000000000.0,Kelapa Dua,4,3,250,SHM - Sertifikat Hak Milik,WEST
2950000000.0,Grogol Petamburan,4,3,170,SHM - Sertifikat Hak Milik,WEST
1600000000.0,Taman Surya,5,3,135,SHM - Sertifikat Hak Milik,WEST
1500000000.0,Duri Kosambi,2,1,87,SHM - Sertifikat Hak Milik,WEST
5000000000.0,Duri Kosambi,4,3,211,SHGB - Hak Guna Bangunan,WEST
3300000000.0,Cengkareng,5,3,126,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Duri Kosambi,3,3,187,SHM - Sertifikat Hak Milik,WEST
2400000000.0,Meruya,3,3,150,SHM - Sertifikat Hak Milik,WEST
2000000000.0,Taman Ratu,3,2,150,SHM - Sertifikat Hak Milik,WEST
2000000000.0,Taman Ratu,4,3,165,SHM - Sertifikat Hak Milik,WEST
1700000000.0,Cengkareng,3,2,100,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Duri Kosambi,2,2,126,SHGB - Hak Guna Bangunan,WEST
4500000000.0,Duri Kepa,3,3,200,SHM - Sertifikat Hak Milik,WEST
3150000000.0,Daan Mogot,3,3,110,SHM - Sertifikat Hak Milik,WEST
1250000000.0,Duri Kosambi,2,2,76,SHM - Sertifikat Hak Milik,WEST
1700000000.0,Cengkareng,2,2,75,SHM - Sertifikat Hak Milik,WEST
2800000000.0,Taman Palem,3,3,180,SHM - Sertifikat Hak Milik,WEST
4000000000.0,Cengkareng,5,3,235,SHM - Sertifikat Hak Milik,WEST
1600000000.0,Jelambar,3,2,78,SHM - Sertifikat Hak Milik,WEST
3900000000.0,Kepa Duri,5,3,225,SHM - Sertifikat Hak Milik,WEST
1700000000.0,Kali Deres,2,3,90,SHM - Sertifikat Hak Milik,WEST
3900000000.0,Pegadungan,4,3,138,SHM - Sertifikat Hak Milik,WEST
2100000000.0,Jelambar,3,3,150,SHM - Sertifikat Hak Milik,WEST
3900000000.0,Kepa Duri,5,3,225,SHM - Sertifikat Hak Milik,WEST
1500000000.0,Kebon Jeruk,3,3,108,SHM - Sertifikat Hak Milik,WEST
1650000000.0,Duri Kepa,3,3,105,SHM - Sertifikat Hak Milik,WEST
3000000000.0,Green Garden,3,2,155,SHM - Sertifikat Hak Milik,WEST
3900000000.0,Kepa Duri,5,3,225,SHM - Sertifikat Hak Milik,WEST
4200000000.0,Grogol Petamburan,4,3,200,SHM - Sertifikat Hak Milik,WEST
2750000000.0,Cengkareng,4,4,110,SHM - Sertifikat Hak Milik,WEST
1200000000.0,Kebon Jeruk,2,2,68,SHM - Sertifikat Hak Milik,WEST
1200000000.0,Cengkareng,2,2,110,SHM - Sertifikat Hak Milik,WEST
1670000000.0,Kebon Jeruk,4,1,117,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Green Ville,4,3,220,SHM - Sertifikat Hak Milik,WEST
4500000000.0,Kali Deres,5,4,228,SHM - Sertifikat Hak Milik,WEST
1600000000.0,Tanjung Duren,4,2,100,SHM - Sertifikat Hak Milik,WEST
4800000000.0,Permata Buana,4,3,260,SHM - Sertifikat Hak Milik,WEST
3900000000.0,Kepa Duri,5,3,225,SHM - Sertifikat Hak Milik,WEST
2000000000.0,Taman Ratu,4,3,160,SHM - Sertifikat Hak Milik,WEST
2400000000.0,Duri Kepa,4,4,145,SHM - Sertifikat Hak Milik,WEST
1900000000.0,Meruya,3,3,120,SHM - Sertifikat Hak Milik,WEST
2500000000.0,Taman Ratu,4,4,174,SHM - Sertifikat Hak Milik,WEST
1290000000.0,Jelambar,3,3,90,SHM - Sertifikat Hak Milik,WEST
5900000000.0,Kedoya,3,2,190,SHM - Sertifikat Hak Milik,WEST
2400000000.0,Grogol Petamburan,3,2,160,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Green Garden,4,3,270,SHM - Sertifikat Hak Milik,WEST
4750000000.0,Jl. Kembangan Raya,4,2,256,Sertifikat Belum Pecah,WEST
3200000000.0,Cengkareng,3,4,145,SHM - Sertifikat Hak Milik,WEST
2800000000.0,Cengkareng,3,2,125,SHM - Sertifikat Hak Milik,WEST
3900000000.0,Kepa Duri,5,3,225,SHM - Sertifikat Hak Milik,WEST
4500000000.0,Kedoya,5,3,200,SHM - Sertifikat Hak Milik,WEST
2250000000.0,Kedoya,4,2,120,SHM - Sertifikat Hak Milik,WEST
1750000000.0,Cengkareng,3,2,97,PPJB - Perjanjian Pengikatan Jual Beli,WEST
2500000000.0,Cengkareng,5,4,176,SHM - Sertifikat Hak Milik,WEST
1600000000.0,Kembangan,3,3,88,SHM - Sertifikat Hak Milik,WEST
3000000000.0,Citra Garden,3,2,160,SHM - Sertifikat Hak Milik,WEST
2600000000.0,Jl. Taman Palem Lestari,4,2,180,SHM - Sertifikat Hak Milik,WEST
1300000000.0,Joglo,3,2,65,SHM - Sertifikat Hak Milik,WEST
1500000000.0,Kembangan,3,2,73,SHM - Sertifikat Hak Milik,WEST
5950000000.0,Puri Mansion,4,3,250,SHM - Sertifikat Hak Milik,WEST
1200000000.0,Kali Deres,2,1,100,SHM - Sertifikat Hak Milik,WEST
4350000000.0,Puri Indah,4,4,131,SHM - Sertifikat Hak Milik,WEST
1800000000.0,Citra Garden,3,3,150,SHM - Sertifikat Hak Milik,WEST
3900000000.0,Kepa Duri,5,3,225,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Joglo,5,4,257,SHM - Sertifikat Hak Milik,WEST
4500000000.0,Cengkareng,3,3,200,SHM - Sertifikat Hak Milik,WEST
1550000000.0,Jelambar,3,2,120,SHM - Sertifikat Hak Milik,WEST
2700000000.0,Citra Garden,5,4,180,SHM - Sertifikat Hak Milik,WEST
1800000000.0,Cengkareng,4,3,103,SHM - Sertifikat Hak Milik,WEST
3500000000.0,Citra Garden,4,4,112,SHM - Sertifikat Hak Milik,WEST
3800000000.0,Puri Mansion,3,3,120,SHM - Sertifikat Hak Milik,WEST
